parameter;jenis;gender;min_age;max_age;val1_min;val1_max;val2_min;val2_max;status;cls;rekomendasi
asam_urat;all;wanita;0;12;5,6;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;0;12;0;1,9;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;pria;13;59;4,4;7,6;0;999;Normal;normal;
asam_urat;all;pria;13;59;7,7;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;pria;13;59;0;4,3;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;13;59;2,3;6,6;0;999;Normal;normal;
asam_urat;all;wanita;13;59;6,7;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;13;59;0;2,2;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;pria;60;90;4,2;8;0;999;Normal;normal;
asam_urat;all;pria;60;90;8,1;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;pria;60;90;0;4,1;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;60;90;3,5;7,3;0;999;Normal;normal;
asam_urat;all;wanita;60;90;7,4;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;60;90;0;3,4;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;pria;91;999;3,5;8,3;0;999;Normal;normal;
asam_urat;all;pria;91;999;8,4;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;pria;91;999;0;3,4;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;91;999;2,2;7,7;0;999;Normal;normal;
asam_urat;all;wanita;91;999;7,8;999;0;999;Tinggi;tinggi;"Di atas batas normal (hiperurisemia):
1.	Menurunkan berat badan hingga ideal
2.	Menghindari minuman beralkohol dan minuman yang mengandung pemanis buatan
3.	Konsumsi makanan rendah lemak dan hindari makanan berkalori tinggi serta daging merah dan seafood berlebihan
4.	Melakukan aktivitas fisik secara teratur dengan intensitas sedang
5.	Konsultasikan kondisi kesehatan kepada dokter"
asam_urat;all;wanita;91;999;0;2,1;0;999;Rendah;rendah;"Di bawah batas normal (hipourisemia)
1.	Segera konsultasikan kondisi kesehatan kepada dokter"
tekanan_darah;all;all;all;all;0;89;0;59;Rendah;rendah;"Di bawah batas normal (hipotensi)
1.	Memperbanyak konsumsi cairan minimal 8 gelas per hari, karena cairan dapat meningkatkan volume darah dan membantu mencegah dehidrasi
2.	Membatasi konsumsi minuman berkafein dan beralkohol
3.	Berolahraga secara teratur untuk meningkatkan tekanan darah
4.	Mengkonsumsi makanan dalam porsi kecil tapi sering dan tidak langsung berdiri setelah makan
5.	Konsultasikan kondisi kesehatan kepada dokter"
tekanan_darah;all;all;all;all;90;139;60;89;Normal;normal;
tekanan_darah;all;all;all;all;140;159;90;99;Hipertensi derajat 1;hipertensi derajat 1;"Di atas batas normal (hipertensi)
1.	Membatasi konsumsi garam, daging merah, dan alkohol
2.	Peningkatan konsumsi sayur, kacang-kacangan, buah, dan ikan laut
3.	Penurunan berat badan dan menjaga berat badan ideal (IMT 18,5-22,9 kg/m2)
4.	Melakukan aktivitas fisik teratur dengan intensitas ringan sampai sedang minimal 30 menit per hari
5.	Konsultasikan kondisi kesehatan kepada dokter"
tekanan_darah;all;all;all;all;160;179;100;109;Hipertensi derajat 2;hipertensi derajat 2;"Di atas batas normal (hipertensi)
1.	Membatasi konsumsi garam, daging merah, dan alkohol
2.	Peningkatan konsumsi sayur, kacang-kacangan, buah, dan ikan laut
3.	Penurunan berat badan dan menjaga berat badan ideal (IMT 18,5-22,9 kg/m2)
4.	Melakukan aktivitas fisik teratur dengan intensitas ringan sampai sedang minimal 30 menit per hari
5.	Konsultasikan kondisi kesehatan kepada dokter"
tekanan_darah;all;all;all;all;180;999;110;999;Hipertensi derajat 3;hipertensi derajat 3;"Di atas batas normal (hipertensi)
1.	Membatasi konsumsi garam, daging merah, dan alkohol
2.	Peningkatan konsumsi sayur, kacang-kacangan, buah, dan ikan laut
3.	Penurunan berat badan dan menjaga berat badan ideal (IMT 18,5-22,9 kg/m2)
4.	Melakukan aktivitas fisik teratur dengan intensitas ringan sampai sedang minimal 30 menit per hari
5.	Konsultasikan kondisi kesehatan kepada dokter"
